urls,categories
https://compujordan.com/intel-core-i7-9700-coffee-lake-8-core-4-7ghz-12mb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/intel-core-i3-9100f-coffee-lake-quad-core-up-to-4-2-ghz,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-geforce-rtx-5060-eagle-max-oc-8gb-gddr7-graphics-card,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-geforce-rtx-5070-windforce-oc-sff-12gb-gddr7-graphics-card,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/aerocool-p500c-black-argb-atx-mid-tower-gaming-case-panoramic-view-dual-chamber-tempered-glass-4x-argb-mirage-fans,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-prime-z790-p-wi-fi-6-intel-14th-13th-12th-gen-atx-gaming-motherboard-lga1700-ddr5-pcie-5-0-3x-m-2,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/thermalright-frozen-infinity-360-black-argb-high-performance-cpu-liquid-cooler-with-3x-tl-m12-fans,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-geforce-rtx-5060-ti-eagle-oc-8gb-gddr7-graphics-card,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/lian-li-lancool-207-white-argb-atx-mid-tower-mesh-gaming-case-tempered-glass-usb-type-c-2x140mm-argb-2x120mm-pwm-fans,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/gigabyte-geforce-rtx-5060-eagle-oc-8gb-gddr7-graphics-card,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-c900n-512-gb-nvme-m-2-ssd-3d-nand-pcie-3-0-x4-2-000-mb-s,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/dahua-c900n-256-gb-nvme-m-2-pcie-3-0-x4-ssd-3d-nand-2-000-mb-s,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/lian-li-lancool-216-airflow-focus,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/havit-gaming-computer-case-b240,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-nv3-1tb-pcie-4-0-nvme-ssd,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-nv3-500gb-pcie-4-0-nvme-ssd,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-kc3000-512gb-pcie-4-0-nvme-m-2-ssd,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-fury-renegade-1tb-pcie-4-0-nvme-m-2-ssd,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-32gb-6000mt-s-ddr5-cl30-fury-beast-white-rgb-expo,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-16gb-6000mt-s-ddr5-cl36-fury-beast-white-rgb-expo,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-fury-beast-rgb-16gb-3200mt-s-ddr4-cl16-dimm-computer-memory,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-fury-beast-rgb-8gb-3200mt-s-ddr4-cl16-dimm-computer-memory,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-xs1000-1tb-high-performance-pocket-sized-external-ssd-usb-c-w-usb-c-to-usb-a-cable,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/kingston-xs1000-2tb-high-performance-pocket-sized-external-ssd-usb-c-w-usb-c-to-usb-a-cable,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/intel-core-i7-12700-processor-25m-cache-up-to-4-90-ghz,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
